# QIIME v1.3.0-dev OTU table
#OTU ID	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	 Consensus Lineage
FJ672273.1.1419	1.0	1.0	1.0	1.0	1.0	27.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Carnobacterium
New.ReferenceOTU0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	122.0	1538.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Dolosigranulum
New.CleanUp.ReferenceOTU3781	180.0	717.0	1.0	2.0	1.0	20.0	1.0	1340.0	420.0	1398.0	803.0	1.0	1266.0	105.0	1.0	48.0	1.0	165.0	1.0	1.0	2183.0	206.0	1.0	126.0	338.0	130.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Granulicatella;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU307	2.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	2.0	10.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Granulicatella
New.CleanUp.ReferenceOTU1642	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	7.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae
KJ585668.1.1457	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Enterococcus;D_6__Enterococcus faecalis
JN682003.1.1436	818.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae;D_5__Lactobacillus;D_6__Lactobacillus fermentum
GQ267944.1.1490	261.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae;D_5__Lactobacillus;D_6__Lactobacillus rhamnosus
EU456478.1.1430	14.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae;D_5__Lactobacillus;D_6__uncultured Lactobacillaceae bacterium
AB257865.1.1511	85.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	18.0	67.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	7.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae;D_5__Lactobacillus
HG799976.1.1622	1.0	1.0	1.0	1.0	48.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Leuconostocaceae;D_5__Fructobacillus;D_6__Leuconostoc mesenteroides
New.CleanUp.ReferenceOTU3898	22.0	13.0	4.0	3.0	1.0	1.0	2.0	7.0	26.0	14.0	8.0	1.0	20.0	1.0	1.0	5.0	8.0	1.0	1.0	13.0	12.0	4.0	1.0	4.0	10.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus;D_6__Streptococcus anginosus
New.CleanUp.ReferenceOTU1291	20.0	27.0	1.0	9.0	1.0	1.0	10.0	21.0	55.0	16.0	9.0	1.0	23.0	13.0	1.0	11.0	34.0	7.0	1.0	12.0	21.0	7.0	1.0	9.0	13.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus;D_6__Streptococcus intermedius
AB679296.1.1452	15.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0	1.0	22.0	1.0	34.0	54.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus;D_6__Streptococcus mutans
New.CleanUp.ReferenceOTU2784	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus;D_6__Streptococcus parasanguinis FW213
New.CleanUp.ReferenceOTU3753	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus;D_6__Streptococcus suis
New.CleanUp.ReferenceOTU556	5273.0	5768.0	633.0	3021.0	34.0	4.0	514.0	8264.0	3023.0	4822.0	3845.0	1.0	10112.0	2946.0	1.0	3443.0	14046.0	886.0	1.0	7905.0	7985.0	4345.0	1.0	2795.0	7592.0	4.0	1.0	2.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU3477	179.0	117.0	8.0	58.0	1.0	1.0	32.0	134.0	120.0	182.0	138.0	1.0	155.0	99.0	1.0	48.0	197.0	21.0	1.0	121.0	201.0	140.0	1.0	110.0	166.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus;D_6__uncultured organism
New.CleanUp.ReferenceOTU3679	1526.0	4070.0	22.0	218.0	1.0	1.0	82.0	504.0	621.0	784.0	473.0	1.0	444.0	981.0	1.0	177.0	1044.0	112.0	1.0	618.0	1009.0	367.0	1.0	169.0	380.0	179.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus
New.CleanUp.ReferenceOTU1214	7617.0	3240.0	86.0	1062.0	6.0	1.0	2935.0	2408.0	4534.0	6920.0	4781.0	1.0	1947.0	3281.0	1.0	583.0	3213.0	625.0	2.0	1295.0	7523.0	2683.0	1.0	3700.0	4633.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales
HQ860631.1.1449	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	56.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__RS-F29;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU815	30.0	1407.0	33.0	33.0	37.0	18.0	15.0	237.0	3.0	13.0	11.0	9.0	605.0	29.0	1.0	30.0	18.0	1.0	17.0	18.0	11.0	19.0	1.0	15.0	29.0	38.0	6.0	2.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli
GQ135827.1.1309	1.0	1.0	1.0	1.0	1.0	1.0	16.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;D_5__Clostridium sensu stricto 1;D_6__uncultured bacterium
EF420221.1.1424	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	396.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;D_5__Proteiniclasticum;D_6__uncultured bacterium
HK240725.1.1487	1.0	1.0	1.0	675.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiales vadinBB60 group;D_5__unidentified;D_6__unidentified
New.CleanUp.ReferenceOTU1512	1.0	1.0	1.0	1144.0	1100.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	32.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Anaerococcus;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU1418	1.0	1.0	1.0	175.0	14.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Anaerococcus
New.CleanUp.ReferenceOTU3636	1.0	1.0	1.0	1.0	269.0	25.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Finegoldia;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU2062	1.0	3795.0	1.0	1076.0	1.0	1.0	1.0	476.0	237.0	1298.0	547.0	1.0	711.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	118.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Parvimonas;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU2240	1.0	1401.0	1.0	365.0	1.0	1.0	1.0	13.0	59.0	326.0	241.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	43.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Parvimonas
AF542230.1.1406	1.0	193.0	1.0	246.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Peptoniphilus;D_6__uncultured bacterium
AM176527.1.1459	1.0	4.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Peptoniphilus
GU400649.1.1435	1.0	1.0	1.0	1.0	1.0	1.0	1.0	27.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII;D_5__Family XIII UCG-001;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU202	1.0	1090.0	1.0	1.0	1.0	1.0	1.0	103.0	17.0	168.0	100.0	1.0	361.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	646.0	11.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII;D_5__Mogibacterium;D_6__uncultured bacterium
U13042.1.1434	1.0	102.0	1.0	117.0	1.0	1.0	1.0	97.0	1.0	627.0	249.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	47.0	62.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII;D_5__Mogibacterium
New.CleanUp.ReferenceOTU2392	1.0	1585.0	342.0	387.0	1.0	1.0	1.0	941.0	851.0	741.0	525.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII;D_5__[Eubacterium] brachy group;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU2260	1.0	16.0	1.0	289.0	1.0	1.0	1.0	1.0	22.0	103.0	14.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII;D_5__[Eubacterium] nodatum group
GU592692.1.1470	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	19.0	119.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII;D_5__uncultured;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU2500	1.0	1.0	1.0	1.0	1.0	1.0	31.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII
AY981322.1.1354	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Anaerostipes;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU3173	1.0	1.0	1.0	1.0	1.0	1.0	36.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	305.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	130.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Blautia;D_6__uncultured bacterium
New.ReferenceOTU2	1.0	1.0	1.0	350.0	1.0	1.0	1.0	1.0	37.0	76.0	1.0	1.0	98.0	344.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Butyrivibrio 2
New.CleanUp.ReferenceOTU2245	1.0	254.0	1.0	218.0	1.0	1.0	483.0	252.0	1.0	257.0	144.0	1.0	84.0	168.0	1.0	1.0	1.0	1.0	1.0	191.0	84.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Catonella;D_6__uncultured bacterium
AJ132842.30.1345	1.0	1.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Dorea;D_6__uncultured bacterium
DQ794854.1.1388	1.0	1.0	1.0	1.0	1.0	1.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	120.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Fusicatenibacter
New.CleanUp.ReferenceOTU3259	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Johnsonella;D_6__uncultured Lachnospiraceae bacterium
New.CleanUp.ReferenceOTU78	1.0	1.0	1497.0	1.0	1.0	1.0	5765.0	259.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Johnsonella;D_6__uncultured bacterium
HQ781899.1.1453	1.0	1.0	1.0	1.0	1.0	1.0	222.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Johnsonella
New.CleanUp.ReferenceOTU1367	1.0	1.0	315.0	1.0	1.0	1.0	1.0	8.0	1.0	58.0	85.0	1.0	101.0	1.0	1.0	1.0	1.0	1.0	1.0	124.0	214.0	954.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnoanaerobaculum;D_6__uncultured bacterium
New.ReferenceOTU5	1.0	1.0	269.0	1.0	1.0	1.0	1.0	6.0	4.0	33.0	70.0	1.0	82.0	1.0	1.0	1.0	1.0	1.0	1.0	144.0	216.0	776.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnoanaerobaculum
DQ799996.1.1296	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	169.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnospira;D_6__uncultured bacterium
DQ804469.1.1397	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnospiraceae NK4A136 group;D_6__uncultured bacterium
DQ805355.1.1392	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnospiraceae UCG-008;D_6__uncultured bacterium
JF124039.1.1349	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Oribacterium;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU3055	2.0	861.0	1.0	1874.0	1.0	1.0	1.0	1097.0	407.0	1016.0	453.0	1.0	668.0	251.0	1.0	70.0	1.0	55.0	1.0	2137.0	311.0	291.0	1.0	1286.0	347.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Oribacterium
EU466998.1.1392	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Pseudobutyrivibrio;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU439	1.0	1.0	1.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Roseburia;D_6__uncultured bacterium
JQ476904.1.1388	1.0	417.0	1.0	152.0	1.0	1.0	1.0	513.0	1.0	22.0	168.0	1.0	57.0	1.0	1.0	1.0	1.0	41.0	1.0	1.0	623.0	419.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Stomatobaculum;D_6__uncultured bacterium
HQ782898.1.1440	1.0	1.0	1.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__[Eubacterium] hallii group;D_6__uncultured bacterium
AY981707.1.1355	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__[Eubacterium] ventriosum group;D_6__uncultured bacterium
DQ796512.1.1389	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__[Ruminococcus] gauvreauii group;D_6__uncultured bacterium
FJ673760.1.1391	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	150.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__[Ruminococcus] gauvreauii group
New.CleanUp.ReferenceOTU2756	1.0	1.0	5037.0	1.0	1.0	1.0	1.0	82.0	1.0	215.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__uncultured;D_6__uncultured bacterium
HE681346.1.1511	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	140.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__uncultured
New.CleanUp.ReferenceOTU3574	1.0	4.0	2.0	1.0	1.0	1.0	8.0	1.0	59.0	202.0	42.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	3.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae
GU227221.1.1448	1.0	1.0	31.0	1.0	1.0	1.0	1.0	108.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptococcaceae;D_5__Peptococcus
FJ983026.1.1522	1.0	1.0	1.0	1.0	1.0	1.0	1.0	294.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	3.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae;D_5__Filifactor
New.CleanUp.ReferenceOTU1799	1.0	1.0	1.0	1.0	1.0	1.0	7.0	56.0	1.0	1.0	1.0	1.0	44.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae;D_5__Peptoclostridium;D_6__uncultured bacterium
