# QIIME v1.3.0-dev OTU table
#OTU ID	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	 Consensus Lineage
EU878313.1.1507	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Coriobacteriaceae;D_5__Olsenella
JX262684.1.1340	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	332.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	141.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Coriobacteriaceae;D_5__Slackia
EU592964.1.1489	1.0	1.0	15.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Coriobacteriaceae
KC554782.1.1516	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	1.0	1.0	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium
JX222897.1.1497	1.0	1.0	1.0	40.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Actinobacteria
New.CleanUp.ReferenceOTU574	1.0	2.0	112.0	1.0	2.0	35.0	27.0	359.0	558.0	192.0	355.0	1.0	424.0	1.0	1.0	1.0	1.0	1.0	1.0	89.0	365.0	374.0	1.0	539.0	476.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Porphyromonadaceae;D_5__Porphyromonas;D_6__uncultured bacterium
JQ473035.1.1396	1.0	1.0	463.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	92.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	30.0	45.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Porphyromonadaceae;D_5__Tannerella;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU3034	1.0	1.0	830.0	1.0	1.0	1.0	1.0	30.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Porphyromonadaceae;D_5__uncultured;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU1478	1.0	96.0	11.0	73.0	1.0	1.0	12.0	315.0	539.0	43.0	24.0	1.0	172.0	1.0	1.0	1.0	1.0	1.0	1.0	149.0	148.0	771.0	1.0	4.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Alloprevotella;D_6__uncultured bacterium
JQ449383.1.1401	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Alloprevotella
New.CleanUp.ReferenceOTU2109	1.0	103.0	323.0	644.0	1.0	2.0	1.0	137.0	656.0	661.0	1120.0	1.0	880.0	395.0	1.0	1.0	1.0	1.0	1.0	103.0	484.0	454.0	1.0	4.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU666	1.0	1.0	172.0	102.0	1.0	14.0	1.0	1.0	5.0	2.0	283.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	18.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella
New.CleanUp.ReferenceOTU1144	1.0	1.0	54.0	1.0	1.0	1.0	1.0	18.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 2;D_6__uncultured bacterium
JQ447867.1.1429	1.0	1.0	791.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 2
New.CleanUp.ReferenceOTU120	1.0	8.0	1.0	710.0	1.0	1.0	1.0	7.0	1441.0	485.0	992.0	1.0	128.0	22.0	1.0	5.0	1.0	1.0	1.0	75.0	221.0	201.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 6;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU1562	1.0	380.0	46.0	713.0	1.0	1.0	350.0	169.0	14113.0	3267.0	11280.0	1.0	291.0	1505.0	1.0	31.0	1.0	10.0	1.0	462.0	898.0	1560.0	1.0	761.0	30.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 7;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU1825	1.0	8.0	13.0	84.0	1.0	1.0	1.0	104.0	291.0	109.0	35.0	1.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	51.0	47.0	1.0	3.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 7
New.CleanUp.ReferenceOTU177	1.0	138.0	1.0	400.0	1.0	18.0	1.0	152.0	21.0	1.0	50.0	1.0	4.0	3.0	1.0	7.0	1.0	1.0	1.0	1.0	11.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae
JQ472834.1.1394	1.0	1.0	1.0	93.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Rikenellaceae RC9 gut group
New.CleanUp.ReferenceOTU3297	1.0	162.0	1.0	105.0	1.0	1.0	1.0	1.0	58.0	68.0	47.0	1.0	101.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales
HQ284971.1.1370	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	240.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Cytophagia;D_3__Cytophagales;D_4__Cytophagaceae;D_5__Hymenobacter;D_6__uncultured bacterium
AB637011.1.1469	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Cytophagia;D_3__Cytophagales;D_4__Cytophagaceae;D_5__Nibribacter
KC166831.1.1445	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Cytophagia;D_3__Cytophagales;D_4__Cytophagaceae;D_5__Pontibacter
New.CleanUp.ReferenceOTU791	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	24.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	16.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Cytophagia;D_3__Order II;D_4__Rhodothermaceae;D_5__Salinibacter;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU939	1.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	63.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Bergeyella;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU2338	1.0	1.0	69.0	31.0	73.0	1.0	1.0	22.0	1.0	54.0	34.0	1.0	54.0	1.0	1.0	1.0	1.0	1.0	1.0	28.0	30.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Capnocytophaga;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU3024	1.0	1.0	133.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Capnocytophaga
New.CleanUp.ReferenceOTU3708	1.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Chryseobacterium
JN679194.1.1464	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	367.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Cloacibacterium
KJ877705.1.1440	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU478	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	48.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium
New.CleanUp.ReferenceOTU2421	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae
New.CleanUp.ReferenceOTU452	1.0	1.0	1.0	36.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Sphingobacteriia;D_3__Sphingobacteriales;D_4__NS11-12 marine group;D_5__uncultured bacterium;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU2988	1.0	1.0	1.0	1.0	38.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Sphingobacteriia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Pedobacter
FM873521.1.1477	1.0	1.0	1.0	39.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	24.0	16.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Sphingobacteriia;D_3__Sphingobacteriales;D_4__WCHB1-69;D_5__uncultured bacterium;D_6__uncultured bacterium
JQ478184.1.1385	1.0	1.0	1.0	1.0	1.0	1.0	29.0	1.0	1.0	14.0	1.0	1.0	124.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Bacteroidetes
GBEF01033144.387.1845	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	78.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Cyanobacteria;D_2__Chloroplast;D_3__Camelina sativa;D_4__Camelina sativa;D_5__Camelina sativa;D_6__Camelina sativa
JQ450809.1.1273	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	35.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Cyanobacteria;D_2__Chloroplast;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
AC136521.125908.127371	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	149.0	1.0	1.0	D_0__Bacteria;D_1__Cyanobacteria;D_2__Chloroplast
KM019986.1.1462	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	50.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteria;D_3__SubsectionII;D_4__FamilyII;D_5__Pleurocapsa
New.CleanUp.ReferenceOTU2572	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	43.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci;D_3__Deinococcales;D_4__Deinococcaceae;D_5__Deinococcus;D_6__uncultured bacterium
Y15444.1.1481	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	27.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci;D_3__Deinococcales;D_4__Deinococcaceae;D_5__Deinococcus
JQ670744.1.1343	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	91.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__uncultured bacterium
KJ161412.1.1418	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	23.0	1.0	1.0	43.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus
New.CleanUp.ReferenceOTU504	1.0	1.0	1.0	1.0	1.0	1.0	912.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Oceanobacillus
JN129290.1.1493	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Salimicrobium
New.CleanUp.ReferenceOTU3392	1250.0	3520.0	92.0	1.0	1.0	1.0	1.0	191.0	1.0	548.0	1.0	1.0	3732.0	1015.0	1.0	134.0	95.0	34.0	1.0	1323.0	169.0	1778.0	1.0	604.0	2007.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Family XI;D_5__Gemella;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU667	1.0	987.0	1.0	32.0	1.0	1.0	446.0	2747.0	1640.0	2535.0	633.0	1.0	889.0	77.0	1.0	28.0	1.0	925.0	1.0	1785.0	3043.0	300.0	1.0	1591.0	1029.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Family XI;D_5__Gemella;D_6__uncultured organism
New.CleanUp.ReferenceOTU1226	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	8.0	3.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Family XI;D_5__Gemella
FJ751905.1.1499	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Family XII;D_5__Exiguobacterium
EU939411.1.1538	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	1.0	1.0	2.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Planococcaceae;D_5__Planococcus
New.CleanUp.ReferenceOTU1700	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	578.0	1.0	1.0	33.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Planococcaceae;D_5__Planomicrobium
JQ793535.1.1513	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	336.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Planococcaceae
HQ433462.1.1435	1.0	1.0	1.0	1.0	1.0	1.0	1264.0	54.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Aliicoccus
New.CleanUp.ReferenceOTU1037	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	171.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Jeotgalicoccus
New.CleanUp.ReferenceOTU694	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	314.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Salinicoccus;D_6__Salinicoccus roseus
New.CleanUp.ReferenceOTU2311	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	243.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Salinicoccus;D_6__uncultured bacterium
KM099481.1.1306	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	1.0	20.0	3.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus;D_6__Staphylococcus epidermidis
HQ699948.1.1380	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	11.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus;D_6__uncultured Staphylococcus sp.
New.CleanUp.ReferenceOTU1813	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU3478	1.0	1.0	42.0	269.0	189.0	1.0	1.0	3.0	1.0	1.0	123.0	1.0	22.0	1.0	1.0	504.0	4454.0	1.0	1.0	2553.0	12.0	316.0	1.0	580.0	52.0	642.0	3.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus
New.CleanUp.ReferenceOTU1639	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Thermoactinomycetaceae;D_5__Planifilum
HM467167.1.1361	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	33.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Thermoactinomycetaceae;D_5__Shimazuella
GQ284366.1.1478	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales
New.CleanUp.ReferenceOTU2934	1.0	1.0	1.0	46.0	1.0	1.0	487.0	61.0	34.0	1.0	1.0	1.0	861.0	128.0	1.0	1.0	1.0	1.0	1.0	14.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Abiotrophia;D_6__uncultured bacterium
FJ558197.1.1408	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Abiotrophia
HE576055.1.1463	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerosphaera;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU3536	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	141.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Alloiococcus;D_6__uncultured bacterium
New.CleanUp.ReferenceOTU594	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2275.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Atopostipes;D_6__uncultured bacterium
